user_id,item_id,rating,timestamp,is_attack
749,157,5,2020-02-20,0
437,263,3,2020-01-27,0
225,276,1,2020-10-10,0
878,447,1,2020-11-12,0
815,146,4,2020-02-04,0
1215,48,1,2020-06-20,0
1243,157,5,2020-02-15,0
1396,5,3,2020-08-20,0
1060,279,5,2020-10-28,0
180,94,3,2020-07-06,0
992,115,5,2020-06-09,0
1279,322,2,2020-10-07,0
1758,53,2,2020-11-18,0
1895,173,2,2020-10-14,0
1966,341,2,2020-05-06,0
154,489,2,2020-09-29,0
1127,416,1,2020-10-25,0
245,175,5,2020-06-18,0
758,25,3,2020-11-01,0
920,407,5,2020-11-11,0
1529,390,1,2020-02-05,0
684,19,1,2020-09-20,0
511,493,4,2020-05-22,0
1115,353,2,2020-10-14,0
726,446,3,2020-06-01,0
1721,62,5,2020-05-29,0
313,57,1,2020-06-28,0
681,325,3,2020-04-10,0
992,263,5,2020-02-29,0
1003,107,5,2020-04-12,0
1219,261,5,2020-12-15,0
46,354,4,2020-05-23,0
268,369,4,2020-04-15,0
1693,146,1,2020-04-29,0
830,274,4,2020-02-27,0
1974,345,5,2020-04-26,0
1853,278,1,2020-05-08,0
1081,121,1,2020-08-26,0
801,95,1,2020-08-24,0
1908,384,5,2020-07-10,0
1470,68,5,2020-09-03,0
1986,75,2,2020-05-23,0
1458,484,1,2020-10-11,0
1997,219,5,2020-02-16,0
1008,93,4,2020-07-22,0
911,217,2,2020-12-06,0
550,99,1,2020-09-10,0
1757,356,2,2020-01-10,0
1781,324,4,2020-10-16,0
1203,222,2,2020-09-06,0
1682,441,1,2020-11-20,0
515,15,2,2020-06-08,0
1498,339,4,2020-06-26,0
1698,379,1,2020-06-27,0
1450,100,4,2020-11-18,0
1600,416,2,2020-02-12,0
1579,284,5,2020-01-12,0
1630,301,2,2020-09-09,0
498,241,3,2020-08-02,0
848,89,5,2020-03-30,0
1021,417,3,2020-04-14,0
1926,195,2,2020-04-23,0
1516,74,5,2020-08-04,0
1300,248,4,2020-12-22,0
456,407,3,2020-06-25,0
1122,495,4,2020-04-05,0
1687,150,5,2020-09-24,0
1392,182,5,2020-10-05,0
216,354,1,2020-10-12,0
1296,368,4,2020-08-04,0
1365,396,3,2020-01-19,0
176,99,4,2020-08-20,0
1938,75,1,2020-10-10,0
717,222,4,2020-12-04,0
1529,366,5,2020-03-09,0
1122,395,1,2020-02-22,0
1174,143,1,2020-02-08,0
108,180,2,2020-07-04,0
934,397,2,2020-05-12,0
1186,214,5,2020-08-22,0
1866,145,4,2020-01-09,0
1097,441,4,2020-09-09,0
1253,6,5,2020-06-16,0
169,392,2,2020-10-09,0
633,193,5,2020-01-29,0
1188,421,3,2020-05-15,0
1519,364,1,2020-12-07,0
499,144,1,2020-10-27,0
1155,291,4,2020-10-01,0
444,363,3,2020-07-20,0
1881,18,3,2020-06-21,0
652,241,4,2020-05-05,0
1081,147,4,2020-11-12,0
894,360,1,2020-12-13,0
189,190,4,2020-11-07,0
928,421,5,2020-05-13,0
57,43,5,2020-06-08,0
172,316,5,2020-03-20,0
885,212,3,2020-09-08,0
1252,163,3,2020-05-26,0
1555,440,2,2020-02-16,0
1256,304,1,2020-02-23,0
1909,258,1,2020-01-12,0
1353,223,4,2020-06-04,0
372,7,2,2020-12-13,0
675,89,2,2020-11-11,0
1201,27,4,2020-12-22,0
40,227,3,2020-05-24,0
1224,416,5,2020-07-30,0
460,219,5,2020-02-15,0
1570,252,2,2020-09-12,0
708,302,1,2020-01-10,0
823,285,2,2020-09-07,0
876,4,1,2020-03-05,0
145,223,1,2020-09-23,0
852,281,1,2020-12-07,0
826,282,1,2020-04-07,0
104,98,1,2020-11-06,0
517,475,1,2020-07-15,0
1886,132,3,2020-01-23,0
996,52,5,2020-07-20,0
1481,82,1,2020-03-25,0
1101,456,1,2020-02-20,0
684,204,4,2020-10-14,0
33,347,2,2020-09-06,0
673,437,3,2020-11-01,0
267,448,4,2020-08-09,0
762,312,1,2020-04-21,0
766,302,5,2020-12-06,0
1933,65,3,2020-04-12,0
1445,191,4,2020-08-13,0
805,305,2,2020-12-03,0
797,334,3,2020-11-03,0
248,165,1,2020-11-30,0
1019,29,2,2020-02-20,0
80,132,5,2020-05-17,0
183,400,2,2020-09-29,0
1531,339,5,2020-02-03,0
1797,52,2,2020-07-23,0
125,234,3,2020-08-27,0
1994,370,1,2020-05-30,0
1206,335,3,2020-01-08,0
899,359,4,2020-07-02,0
280,194,3,2020-06-03,0
92,159,2,2020-03-01,0
633,50,3,2020-10-03,0
1028,465,4,2020-06-18,0
1852,21,5,2020-11-21,0
1536,132,1,2020-01-12,0
345,45,2,2020-03-18,0
1753,300,3,2020-03-13,0
793,248,1,2020-08-01,0
238,55,3,2020-11-14,0
47,60,1,2020-01-26,0
803,256,1,2020-12-20,0
1276,179,2,2020-01-28,0
77,215,2,2020-12-30,0
665,13,3,2020-11-07,0
882,6,3,2020-04-20,0
918,237,3,2020-08-26,0
1531,492,2,2020-10-20,0
738,370,1,2020-04-28,0
484,27,2,2020-02-08,0
1976,272,2,2020-05-05,0
811,24,1,2020-01-13,0
1235,24,4,2020-03-07,0
232,108,2,2020-04-20,0
227,110,2,2020-04-20,0
1799,423,1,2020-08-23,0
594,41,1,2020-04-10,0
1541,179,2,2020-11-15,0
1761,442,3,2020-12-30,0
1989,228,1,2020-10-15,0
1460,149,5,2020-07-16,0
1605,111,4,2020-12-15,0
842,445,1,2020-09-03,0
898,242,5,2020-02-05,0
919,222,2,2020-08-07,0
74,3,1,2020-04-03,0
503,485,3,2020-03-02,0
1464,193,3,2020-01-26,0
1458,172,4,2020-05-12,0
325,409,4,2020-10-01,0
723,224,4,2020-04-22,0
139,46,1,2020-03-30,0
653,319,5,2020-05-18,0
1534,355,5,2020-09-15,0
1696,389,2,2020-01-10,0
260,406,2,2020-06-20,0
897,12,2,2020-03-24,0
320,318,5,2020-11-24,0
784,264,3,2020-02-07,0
1442,93,1,2020-03-09,0
317,443,4,2020-11-29,0
1908,375,3,2020-05-16,0
1953,75,3,2020-02-04,0
512,295,4,2020-11-15,0
1372,327,3,2020-12-26,0
1252,269,4,2020-10-12,0
1314,212,5,2020-01-05,0
850,378,2,2020-03-02,0
131,88,5,2020-02-11,0
88,401,3,2020-05-04,0
421,352,1,2020-06-01,0
144,224,2,2020-11-04,0
1639,103,3,2020-02-08,0
1970,197,3,2020-06-27,0
1991,41,4,2020-01-15,0
1646,156,1,2020-08-18,0
922,419,5,2020-02-07,0
1464,96,5,2020-10-15,0
1277,195,2,2020-01-10,0
516,122,2,2020-12-18,0
1141,293,5,2020-06-07,0
814,227,5,2020-08-03,0
947,183,5,2020-05-15,0
1284,156,4,2020-11-27,0
1708,129,3,2020-04-04,0
626,242,4,2020-10-18,0
793,298,3,2020-03-09,0
1683,10,2,2020-12-25,0
549,133,2,2020-10-28,0
362,395,2,2020-05-20,0
1639,445,2,2020-04-20,0
1639,315,3,2020-12-21,0
1007,323,5,2020-10-19,0
1863,126,2,2020-04-01,0
1822,377,1,2020-02-20,0
1052,461,1,2020-08-01,0
778,406,1,2020-10-28,0
1636,404,2,2020-04-19,0
419,181,1,2020-01-01,0
1854,437,3,2020-05-28,0
1454,456,5,2020-05-16,0
201,435,1,2020-04-26,0
1689,424,3,2020-03-03,0
243,24,2,2020-03-15,0
1829,385,2,2020-12-12,0
1552,127,3,2020-12-29,0
762,178,1,2020-06-28,0
709,343,1,2020-06-25,0
284,62,3,2020-05-29,0
665,155,2,2020-02-18,0
966,336,4,2020-12-26,0
688,147,4,2020-03-03,0
1724,359,1,2020-11-22,0
1792,223,5,2020-08-02,0
434,378,3,2020-11-13,0
31,157,5,2020-10-31,0
428,476,3,2020-01-18,0
768,77,3,2020-06-23,0
1009,193,4,2020-04-22,0
113,221,3,2020-11-14,0
1667,384,5,2020-02-24,0
1894,130,2,2020-06-10,0
1403,480,4,2020-10-14,0
1201,390,5,2020-01-08,0
832,312,3,2020-09-11,0
327,53,1,2020-08-26,0
1252,66,3,2020-04-06,0
1627,494,2,2020-10-17,0
95,87,3,2020-06-13,0
181,468,2,2020-01-07,0
329,262,1,2020-05-30,0
1108,146,5,2020-02-05,0
1308,187,2,2020-01-02,0
1920,302,5,2020-01-11,0
745,385,3,2020-04-28,0
395,19,5,2020-10-19,0
933,255,1,2020-08-13,0
1076,427,3,2020-12-07,0
1387,279,1,2020-07-20,0
1181,119,3,2020-08-02,0
127,223,1,2020-04-24,0
1232,13,1,2020-02-09,0
1985,236,1,2020-12-24,0
1224,245,3,2020-01-04,0
665,441,5,2020-04-18,0
609,214,5,2020-03-15,0
837,145,5,2020-02-11,0
1379,40,2,2020-01-17,0
1700,152,2,2020-03-16,0
1622,116,2,2020-12-07,0
26,312,3,2020-06-16,0
609,267,5,2020-11-04,0
454,393,5,2020-07-08,0
633,45,2,2020-11-05,0
1386,192,3,2020-06-29,0
1315,370,2,2020-01-29,0
148,266,3,2020-06-12,0
1136,186,3,2020-11-05,0
97,54,5,2020-11-07,0
1312,249,4,2020-08-26,0
1171,466,3,2020-08-31,0
1514,336,3,2020-12-30,0
481,200,2,2020-03-13,0
712,295,1,2020-05-08,0
1240,60,3,2020-04-13,0
41,24,3,2020-05-10,0
1521,228,4,2020-06-20,0
1458,477,2,2020-01-12,0
274,100,4,2020-10-31,0
956,16,2,2020-02-26,0
1846,496,4,2020-11-13,0
1615,215,3,2020-09-20,0
660,80,5,2020-07-16,0
1223,24,2,2020-03-29,0
1291,142,3,2020-12-30,0
1561,46,2,2020-01-16,0
710,400,2,2020-03-26,0
249,390,5,2020-01-07,0
136,370,2,2020-11-10,0
726,476,2,2020-08-10,0
989,371,3,2020-04-12,0
1296,13,3,2020-04-17,0
187,300,2,2020-05-10,0
804,170,2,2020-07-01,0
982,363,1,2020-01-04,0
1372,469,1,2020-07-28,0
1184,15,5,2020-04-17,0
893,449,3,2020-06-18,0
545,413,3,2020-09-03,0
1804,140,2,2020-04-05,0
1762,378,4,2020-01-29,0
957,496,5,2020-11-13,0
244,235,1,2020-09-28,0
1463,235,1,2020-09-22,0
925,408,4,2020-03-05,0
1712,2,5,2020-05-21,0
375,157,2,2020-11-19,0
145,445,5,2020-06-01,0
431,192,5,2020-03-13,0
398,304,1,2020-12-09,0
963,139,3,2020-10-19,0
60,484,3,2020-07-16,0
806,439,3,2020-03-02,0
1868,225,1,2020-07-17,0
563,259,3,2020-03-12,0
1683,348,5,2020-08-30,0
1516,365,2,2020-04-16,0
225,312,2,2020-08-28,0
505,258,5,2020-09-17,0
53,46,1,2020-01-09,0
1122,19,2,2020-08-28,0
1596,378,2,2020-06-26,0
849,61,1,2020-08-03,0
2,159,3,2020-09-25,0
1143,380,1,2020-11-24,0
579,397,5,2020-04-07,0
1290,104,3,2020-05-02,0
987,28,1,2020-07-13,0
920,225,4,2020-06-18,0
520,462,1,2020-09-17,0
1418,442,2,2020-05-03,0
974,37,3,2020-06-24,0
1625,401,5,2020-11-11,0
1711,460,4,2020-03-21,0
1137,39,5,2020-08-11,0
317,348,3,2020-07-04,0
1346,55,2,2020-02-09,0
1882,460,5,2020-10-15,0
1285,215,3,2020-12-01,0
1191,91,1,2020-02-28,0
1594,303,1,2020-09-25,0
362,44,1,2020-06-29,0
1193,355,3,2020-07-06,0
6,132,3,2020-02-14,0
825,248,3,2020-01-31,0
534,425,2,2020-06-08,0
362,436,2,2020-12-21,0
1281,205,5,2020-01-12,0
294,449,5,2020-02-15,0
1690,112,1,2020-01-17,0
359,222,2,2020-07-06,0
447,343,5,2020-06-11,0
1007,325,3,2020-03-14,0
1256,223,2,2020-11-14,0
1435,59,5,2020-10-04,0
1219,403,4,2020-08-29,0
1347,218,1,2020-01-12,0
917,400,2,2020-07-11,0
21,473,3,2020-07-28,0
305,269,5,2020-07-22,0
1699,250,3,2020-01-07,0
28,394,1,2020-05-13,0
878,78,3,2020-02-27,0
1561,481,2,2020-10-11,0
515,464,3,2020-02-08,0
1294,374,5,2020-06-05,0
1098,371,2,2020-06-23,0
973,83,3,2020-01-27,0
1730,336,4,2020-04-01,0
988,20,5,2020-03-24,0
1797,146,1,2020-09-13,0
569,379,2,2020-06-11,0
1855,496,1,2020-10-06,0
1547,273,4,2020-07-26,0
1562,71,4,2020-05-24,0
1628,308,3,2020-06-22,0
1585,499,3,2020-12-14,0
959,427,5,2020-01-24,0
1851,377,3,2020-02-15,0
526,152,1,2020-08-23,0
1875,227,1,2020-06-14,0
1967,443,5,2020-04-26,0
385,343,3,2020-03-04,0
1740,208,5,2020-09-30,0
1343,337,3,2020-10-27,0
728,288,4,2020-04-11,0
1448,391,3,2020-08-01,0
1714,87,1,2020-03-16,0
888,45,4,2020-05-27,0
672,201,2,2020-12-18,0
1,224,1,2020-08-20,0
1996,413,1,2020-03-17,0
115,153,2,2020-06-14,0
870,89,2,2020-05-22,0
993,105,4,2020-10-31,0
1895,458,5,2020-05-02,0
1925,8,1,2020-12-24,0
222,415,1,2020-07-22,0
1287,327,2,2020-12-13,0
1341,83,3,2020-01-07,0
458,83,4,2020-11-09,0
21,409,3,2020-05-06,0
808,187,2,2020-01-14,0
970,465,4,2020-03-27,0
1547,396,1,2020-10-27,0
1266,121,3,2020-02-24,0
749,355,5,2020-08-08,0
1654,308,3,2020-10-26,0
1617,453,2,2020-07-29,0
661,36,1,2020-02-28,0
1666,411,2,2020-08-30,0
34,444,5,2020-07-25,0
352,390,4,2020-10-31,0
861,212,2,2020-01-24,0
403,292,4,2020-08-07,0
1387,381,4,2020-05-31,0
1585,176,3,2020-04-05,0
1640,419,2,2020-04-26,0
865,227,2,2020-11-30,0
1441,419,2,2020-08-30,0
1394,185,5,2020-09-24,0
1666,236,2,2020-02-09,0
20,398,1,2020-12-20,0
793,7,4,2020-08-27,0
477,86,2,2020-01-14,0
333,1,5,2020-11-20,0
1957,492,1,2020-11-13,0
1525,315,5,2020-04-20,0
13,230,1,2020-03-24,0
129,230,1,2020-12-10,0
27,65,3,2020-08-16,0
260,448,4,2020-06-12,0
300,406,3,2020-01-10,0
1730,117,2,2020-04-02,0
1801,331,1,2020-09-13,0
132,275,3,2020-01-01,0
312,63,4,2020-10-10,0
1144,106,5,2020-06-23,0
1227,164,1,2020-04-29,0
1579,311,4,2020-07-25,0
1925,107,3,2020-11-29,0
1665,456,5,2020-01-20,0
281,284,1,2020-04-28,0
1058,197,5,2020-09-01,0
1082,324,1,2020-06-27,0
1229,11,2,2020-10-02,0
692,241,3,2020-10-25,0
125,481,1,2020-11-01,0
1820,184,3,2020-06-26,0
918,427,4,2020-05-30,0
383,125,5,2020-11-03,0
1359,433,2,2020-01-08,0
1364,128,5,2020-12-17,0
1381,4,2,2020-07-11,0
310,118,2,2020-04-23,0
1168,25,1,2020-03-16,0
986,327,1,2020-10-28,0
1987,288,1,2020-05-26,0
1310,463,5,2020-10-30,0
1092,360,2,2020-08-07,0
1985,497,1,2020-06-09,0
1704,88,5,2020-03-13,0
1780,76,1,2020-11-19,0
1633,380,4,2020-04-11,0
18,453,2,2020-03-22,0
396,488,3,2020-12-30,0
1354,128,1,2020-07-31,0
1678,64,4,2020-07-17,0
142,404,3,2020-11-11,0
604,472,1,2020-10-31,0
735,496,3,2020-04-11,0
1290,354,2,2020-09-21,0
1026,84,2,2020-11-23,0
815,449,4,2020-04-26,0
1244,153,1,2020-01-12,0
1156,481,5,2020-10-26,0
1763,270,3,2020-12-08,0
1349,301,2,2020-12-29,0
890,426,5,2020-01-21,0
406,106,5,2020-05-03,0
398,280,4,2020-07-21,0
50,270,4,2020-10-03,0
140,469,3,2020-10-16,0
1357,380,4,2020-02-21,0
493,26,5,2020-08-26,0
1179,290,2,2020-06-06,0
1681,1,1,2020-03-17,0
643,89,1,2020-12-15,0
1482,262,4,2020-03-14,0
1062,396,1,2020-10-24,0
951,35,4,2020-09-19,0
1845,384,4,2020-06-21,0
1385,46,3,2020-05-20,0
886,405,5,2020-08-01,0
1243,392,2,2020-01-09,0
1806,9,2,2020-04-30,0
1660,169,1,2020-06-02,0
858,292,4,2020-02-19,0
663,18,4,2020-02-29,0
1190,201,1,2020-05-25,0
914,163,2,2020-08-29,0
580,174,1,2020-04-17,0
1249,160,5,2020-05-29,0
1455,292,3,2020-06-08,0
1546,137,1,2020-03-18,0
1100,440,1,2020-09-14,0
1343,290,5,2020-05-25,0
1858,41,5,2020-06-15,0
1960,240,3,2020-10-06,0
699,301,3,2020-03-08,0
1241,101,2,2020-10-14,0
1190,108,4,2020-08-19,0
1764,352,4,2020-03-13,0
647,352,3,2020-03-10,0
424,486,4,2020-09-25,0
560,315,2,2020-01-05,0
427,26,5,2020-09-20,0
1253,199,2,2020-03-07,0
1013,299,5,2020-02-27,0
1282,341,2,2020-08-02,0
1195,257,1,2020-10-17,0
353,470,4,2020-09-20,0
661,299,2,2020-02-05,0
452,332,5,2020-10-13,0
1326,310,2,2020-06-06,0
632,54,4,2020-05-24,0
1423,395,4,2020-01-03,0
1679,29,5,2020-10-05,0
347,114,5,2020-12-25,0
1271,363,1,2020-04-30,0
285,148,4,2020-08-18,0
799,160,5,2020-09-28,0
459,37,4,2020-08-13,0
508,141,4,2020-05-30,0
113,236,2,2020-12-26,0
340,257,3,2020-09-05,0
968,448,3,2020-11-18,0
1203,189,2,2020-07-14,0
1489,310,3,2020-05-22,0
341,315,5,2020-08-31,0
489,11,1,2020-02-11,0
677,81,5,2020-10-17,0
1181,215,2,2020-06-06,0
1485,133,3,2020-12-01,0
1030,435,1,2020-06-11,0
577,346,2,2020-07-24,0
1811,465,2,2020-01-25,0
1985,280,5,2020-11-05,0
1312,163,1,2020-04-19,0
335,309,5,2020-01-25,0
1676,116,2,2020-01-25,0
1102,67,5,2020-01-12,0
1823,127,4,2020-05-20,0
542,333,4,2020-05-25,0
988,315,5,2020-02-12,0
253,129,4,2020-05-30,0
466,286,3,2020-01-05,0
1490,417,2,2020-12-10,0
641,381,3,2020-06-26,0
1276,414,1,2020-03-23,0
1928,98,5,2020-11-24,0
1179,189,3,2020-09-19,0
1103,399,4,2020-04-06,0
1283,259,1,2020-04-10,0
1382,379,4,2020-08-08,0
819,419,4,2020-08-18,0
1713,62,5,2020-04-25,0
1726,61,5,2020-01-07,0
154,91,5,2020-03-26,0
1668,182,2,2020-03-02,0
1754,404,5,2020-05-17,0
1494,313,5,2020-03-05,0
1036,212,2,2020-08-29,0
492,212,5,2020-12-03,0
172,159,4,2020-07-06,0
394,190,5,2020-11-03,0
1791,182,5,2020-10-08,0
509,195,2,2020-02-21,0
623,251,2,2020-08-19,0
1250,232,5,2020-02-11,0
20,41,5,2020-04-22,0
104,191,1,2020-04-29,0
392,424,1,2020-05-09,0
571,47,5,2020-04-06,0
1033,241,2,2020-08-19,0
788,283,3,2020-09-03,0
801,263,3,2020-08-01,0
199,432,1,2020-12-08,0
855,172,3,2020-03-09,0
1439,427,1,2020-03-27,0
100,7,5,2020-07-18,0
1528,86,3,2020-04-18,0
1458,407,3,2020-05-31,0
1040,132,4,2020-10-03,0
231,313,4,2020-05-18,0
435,398,3,2020-01-28,0
562,490,2,2020-09-17,0
772,349,2,2020-02-07,0
1646,479,4,2020-12-02,0
1246,135,1,2020-11-24,0
961,462,2,2020-02-18,0
1827,381,4,2020-03-18,0
1640,168,1,2020-04-28,0
189,254,2,2020-09-22,0
148,163,4,2020-12-12,0
1511,257,5,2020-06-29,0
159,350,4,2020-08-13,0
522,9,1,2020-07-01,0
1992,152,3,2020-11-29,0
123,472,2,2020-10-04,0
413,467,5,2020-06-20,0
1311,434,1,2020-05-01,0
1567,221,1,2020-09-24,0
1256,430,2,2020-05-28,0
1420,148,4,2020-08-11,0
202,255,3,2020-12-10,0
533,347,5,2020-09-25,0
1489,257,5,2020-07-31,0
462,435,3,2020-02-19,0
1630,462,3,2020-03-28,0
1067,460,3,2020-07-07,0
1376,183,3,2020-07-09,0
1653,18,5,2020-01-30,0
1830,107,1,2020-05-07,0
1252,110,2,2020-07-04,0
1679,71,1,2020-12-29,0
1284,2,1,2020-04-13,0
1506,223,2,2020-12-19,0
1514,472,2,2020-10-28,0
230,218,3,2020-03-06,0
936,111,5,2020-03-26,0
233,89,2,2020-02-23,0
1035,208,1,2020-01-20,0
586,399,3,2020-08-10,0
1014,69,3,2020-04-10,0
697,131,5,2020-05-11,0
1043,393,3,2020-06-02,0
1828,229,5,2020-11-05,0
870,404,2,2020-02-07,0
941,259,4,2020-02-26,0
940,19,1,2020-04-28,0
582,3,5,2020-01-14,0
1538,215,5,2020-12-01,0
697,54,4,2020-09-10,0
535,161,2,2020-06-07,0
1211,59,3,2020-10-31,0
1342,365,3,2020-05-31,0
1132,75,2,2020-04-26,0
926,355,3,2020-06-21,0
739,349,1,2020-07-01,0
480,145,4,2020-04-22,0
762,475,3,2020-10-29,0
970,312,4,2020-04-27,0
1836,160,1,2020-07-16,0
1283,147,3,2020-07-16,0
1582,77,4,2020-03-15,0
1894,136,2,2020-11-20,0
1528,499,5,2020-05-17,0
49,258,5,2020-04-16,0
1648,349,5,2020-07-16,0
1872,364,3,2020-09-01,0
1938,425,3,2020-10-28,0
921,498,5,2020-12-14,0
1855,420,4,2020-02-18,0
916,73,5,2020-12-21,0
1605,89,4,2020-05-05,0
742,294,2,2020-05-08,0
791,312,4,2020-11-21,0
808,181,4,2020-12-29,0
187,56,4,2020-05-31,0
984,35,5,2020-12-29,0
617,413,4,2020-06-11,0
1974,219,2,2020-12-01,0
1423,181,2,2020-08-04,0
204,69,4,2020-11-24,0
1836,227,3,2020-03-24,0
1873,249,3,2020-01-21,0
195,177,1,2020-01-07,0
1093,126,2,2020-06-08,0
1783,202,4,2020-05-22,0
943,198,5,2020-06-02,0
491,375,1,2020-06-13,0
313,20,2,2020-03-09,0
1154,86,2,2020-10-31,0
1938,370,1,2020-12-06,0
383,395,1,2020-06-09,0
1201,116,4,2020-11-22,0
597,288,1,2020-05-31,0
1596,60,2,2020-01-28,0
953,42,1,2020-03-26,0
176,16,2,2020-07-16,0
609,64,2,2020-12-06,0
1540,1,1,2020-03-06,0
841,97,3,2020-05-04,0
1702,85,4,2020-12-09,0
1959,293,4,2020-02-28,0
1673,98,3,2020-11-14,0
560,447,5,2020-01-20,0
1177,382,4,2020-08-01,0
1678,375,5,2020-03-19,0
1749,115,4,2020-09-26,0
1946,380,1,2020-06-16,0
57,283,2,2020-03-06,0
1944,247,3,2020-02-13,0
1120,41,4,2020-08-14,0
773,166,4,2020-10-05,0
600,378,2,2020-07-15,0
306,266,4,2020-03-14,0
7,407,4,2020-10-23,0
163,484,5,2020-03-12,0
566,392,2,2020-02-11,0
827,467,4,2020-09-19,0
847,386,5,2020-09-15,0
282,113,3,2020-02-09,0
485,416,4,2020-05-08,0
1014,7,5,2020-06-24,0
1642,100,4,2020-09-02,0
1810,31,1,2020-01-12,0
1930,301,1,2020-03-03,0
1132,374,5,2020-01-21,0
669,268,2,2020-09-16,0
923,101,2,2020-08-10,0
1594,246,3,2020-11-20,0
1560,130,1,2020-07-14,0
1816,403,2,2020-06-02,0
1405,132,3,2020-07-07,0
1499,476,1,2020-05-13,0
210,59,4,2020-12-29,0
1899,456,5,2020-08-03,0
1249,469,3,2020-03-16,0
475,285,2,2020-10-03,0
155,247,2,2020-07-08,0
1440,468,3,2020-06-28,0
545,40,3,2020-12-03,0
1337,74,1,2020-10-05,0
1199,383,1,2020-11-20,0
619,138,3,2020-10-15,0
723,380,2,2020-03-06,0
482,423,4,2020-02-16,0
1958,453,1,2020-05-27,0
123,0,3,2020-01-04,0
441,408,5,2020-08-14,0
1336,116,5,2020-10-28,0
1677,483,4,2020-02-08,0
392,354,4,2020-11-28,0
1230,209,3,2020-08-12,0
645,250,3,2020-03-31,0
1377,375,4,2020-11-23,0
701,34,3,2020-01-30,0
1869,83,1,2020-10-07,0
423,343,2,2020-04-11,0
1750,149,1,2020-03-23,0
1645,434,3,2020-10-01,0
1736,283,4,2020-06-21,0
1350,205,1,2020-09-07,0
1659,374,1,2020-10-01,0
942,499,5,2020-11-12,0
675,423,1,2020-10-12,0
264,319,1,2020-11-03,0
88,141,3,2020-11-04,0
1762,488,3,2020-11-29,0
221,40,4,2020-03-08,0
987,263,2,2020-12-26,0
1660,109,1,2020-04-29,0
1150,254,5,2020-03-02,0
880,431,4,2020-02-04,0
778,63,2,2020-09-11,0
660,324,4,2020-12-22,0
1986,171,1,2020-07-19,0
1468,392,4,2020-02-04,0
976,481,1,2020-01-08,0
1324,342,4,2020-03-16,0
173,46,1,2020-05-26,0
25,307,5,2020-08-19,0
532,306,4,2020-06-05,0
178,131,4,2020-01-28,0
771,405,4,2020-03-07,0
853,491,2,2020-06-10,0
346,438,1,2020-09-13,0
1607,86,1,2020-07-28,0
1936,60,4,2020-09-18,0
729,282,3,2020-12-27,0
1472,440,5,2020-04-18,0
752,354,3,2020-08-24,0
1875,311,1,2020-05-20,0
700,485,1,2020-10-28,0
880,189,3,2020-12-18,0
601,294,5,2020-09-01,0
1968,191,2,2020-12-28,0
